Mouvement;Compte;NomCompte;compteFus;Libelle;Date;Debit;debitAvecTVA;Credit;creditAvecTVA;N Piece;Paiement;AouK;mois;annee;quartAnnee;saison;Journal
22836;401049L;PRIMEVERE MOTOCULTURE;PRIMEVERE MOTOCULTURE;PRIMEVERE 1279646;2020-02-14;104.0;104.0;0.0;0.0;1279646;CHQ;A;2;2020;1;1;CC
22848;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;51 DIVERS;2020-02-14;0.0;0.0;55.57;55.57;1279657;CHQ;K;2;2020;1;1;CC
22903;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;123 LA FABRIQUE CBA;2020-02-14;0.0;0.0;14.74;14.74;CBA;CBA;K;2;2020;1;1;CC
22820;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;41 ORANGE TIP PRE;2020-02-14;0.0;0.0;103.19;103.19;PRE;PRE;K;2;2020;1;1;CC
22904;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;124 SNCF CBA;2020-02-14;8.6;8.6;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22904;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;124 SNCF CBA;2020-02-14;0.0;0.0;8.6;8.6;CBA;CBA;K;2;2020;1;1;CC
22820;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;41 ORANGE TIP PRE;2020-02-14;103.19;103.19;0.0;0.0;PRE;PRE;K;2;2020;1;1;CC
22819;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;40 ORANGE TIP PRE;2020-02-14;0.0;0.0;56.48;56.48;PRE;PRE;K;2;2020;1;1;CC
22903;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;123 LA FABRIQUE CBA;2020-02-14;14.74;14.74;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22819;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;40 ORANGE TIP PRE;2020-02-14;56.48;56.48;0.0;0.0;PRE;PRE;K;2;2020;1;1;CC
22906;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;126 INTERMARCHE ARLES CBA;2020-02-15;76.0;76.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22906;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;126 INTERMARCHE ARLES CBA;2020-02-15;0.0;0.0;76.0;76.0;CBA;CBA;K;2;2020;1;1;CC
22907;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;127 ASF;2020-02-15;6.4;6.4;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22907;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;127 ASF;2020-02-15;0.0;0.0;6.4;6.4;CBA;CBA;K;2;2020;1;1;CC
22905;606300K;FOURNITURES COMMUN.;MATERIEL;125 GRUBE CBA;2020-02-16;35.95;35.95;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22909;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;129 CINEMA MEJAN CBA;2020-02-16;0.0;0.0;56.0;56.0;CBA;CBA;K;2;2020;1;1;CC
22905;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;125 GRUBE CBA;2020-02-16;0.0;0.0;35.95;35.95;CBA;CBA;K;2;2020;1;1;CC
22908;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;128 STATION U CBA;2020-02-16;0.0;0.0;52.0;52.0;CBA;CBA;K;2;2020;1;1;CC
22908;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;128 STATION U CBA;2020-02-16;52.0;52.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22909;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;129 CINEMA MEJAN CBA;2020-02-16;56.0;56.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22915;401065L;S DIVERS;S DIVERS;STATION U SMC 20/27;2020-02-17;0.0;0.0;89.81;89.81;20/27;;A;2;2020;1;1;AC
22850;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;53 MARCHE BIO;2020-02-17;93.91;93.91;0.0;0.0;1279659;CHQ;K;2;2020;1;1;CC
22849;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;52 CARRAUT;2020-02-17;0.0;0.0;30.0;30.0;1279658;CHQ;K;2;2020;1;1;CC
22916;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;STATION U CBA;2020-02-17;0.0;0.0;89.81;89.81;CBA;CBA;K;2;2020;1;1;CC
22916;401065L;S DIVERS;S DIVERS;STATION U CBA;2020-02-17;89.81;89.81;0.0;0.0;CBA;CBA;A;2;2020;1;1;CC
22915;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;STATION U SMC 20/27;2020-02-17;14.97;14.97;0.0;0.0;20/27;;A;2;2020;1;1;AC
22915;624800L;CARBURANTS AGRICOLE;CARBURANTS;STATION U SMC 20/27;2020-02-17;74.84;89.81;0.0;0.0;20/27;;A;2;2020;1;1;AC
22913;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;133 SNCF CBA;2020-02-17;0.0;0.0;30.0;30.0;CBA;CBA;K;2;2020;1;1;CC
22910;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;130 COURNILLE CBA;2020-02-17;0.0;0.0;20.2;20.2;CBA;CBA;K;2;2020;1;1;CC
22913;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;133 SNCF CBA;2020-02-17;30.0;30.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22912;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;132  BIOCOOP;2020-02-17;0.0;0.0;109.07;109.07;CBA;CBA;K;2;2020;1;1;CC
22912;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;132  BIOCOOP;2020-02-17;109.07;109.07;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22911;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;131 LECLERC CBA;2020-02-17;0.0;0.0;118.88;118.88;CBA;CBA;K;2;2020;1;1;CC
22911;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;131 LECLERC CBA;2020-02-17;118.88;118.88;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22910;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;130 COURNILLE CBA;2020-02-17;20.2;20.2;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22849;606803K;SANTE;ENTRETIEN PERSONNEL;52 CARRAUT;2020-02-17;30.0;30.0;0.0;0.0;1279658;CHQ;K;2;2020;1;1;CC
23059;530000K;CAISSE COMMUNAUTAIRE;CAISSE COMMUNAUTAIRE;AIDE RAMADAN DIALLO;2020-02-17;0.0;0.0;218.0;218.0;;;K;2;2020;1;1;CA
23057;470001K;AIDE A L'ENFANCE;AIDE A L'ENFANCE;VIR AIDE RAMADAN DIALLO;2020-02-17;0.0;0.0;218.0;218.0;VIR AIDE RAMADA;;K;2;2020;1;1;CC
23057;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;VIR AIDE RAMADAN DIALLO;2020-02-17;218.0;218.0;0.0;0.0;VIR AIDE RAMADA;;K;2;2020;1;1;CC
22850;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;53 MARCHE BIO;2020-02-17;0.0;0.0;93.91;93.91;1279659;CHQ;K;2;2020;1;1;CC
23059;470001K;AIDE A L'ENFANCE;AIDE A L'ENFANCE;AIDE RAMADAN DIALLO;2020-02-17;218.0;218.0;0.0;0.0;;;K;2;2020;1;1;CA
22926;401040L;K,L DIVERS;K,L DIVERS;LOCABRICO 20/29;2020-02-18;0.0;0.0;257.4;257.4;20/29;;A;2;2020;1;1;AC
23004;701104L;FOURRAGE & CEREALES 10%;FOURRAGE & CEREALES 10%;MARAZEIL 20/06;2020-02-18;0.0;0.0;378.0;415.8;20/06;;A;2;2020;1;1;VE
22926;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;LOCABRICO 20/29;2020-02-18;42.9;42.9;0.0;0.0;20/29;;A;2;2020;1;1;AC
22927;401040L;K,L DIVERS;K,L DIVERS;LOCABRICO CBA;2020-02-18;257.4;257.4;0.0;0.0;CBA;CBA;A;2;2020;1;1;CC
22927;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;LOCABRICO CBA;2020-02-18;0.0;0.0;257.4;257.4;CBA;CBA;K;2;2020;1;1;CC
22925;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;VEGA BOULANGE CBA;2020-02-18;0.0;0.0;64.68;64.68;CBA;CBA;K;2;2020;1;1;CC
22925;401080L;V DIVERS;V DIVERS;VEGA BOULANGE CBA;2020-02-18;64.68;64.68;0.0;0.0;CBA;CBA;A;2;2020;1;1;CC
22924;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;VEGA 20/28;2020-02-18;10.78;10.78;0.0;0.0;20/28;;A;2;2020;1;1;AC
22924;606300L;FOURNITURES AGRI.;MATERIEL;VEGA 20/28;2020-02-18;53.9;64.68;0.0;0.0;20/28;;A;2;2020;1;1;AC
22924;401080L;V DIVERS;V DIVERS;VEGA 20/28;2020-02-18;0.0;0.0;64.68;64.68;20/28;;A;2;2020;1;1;AC
22920;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;138 SUPER U;2020-02-18;0.0;0.0;3.95;3.95;CBA;CBA;K;2;2020;1;1;CC
22920;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;138 SUPER U;2020-02-18;3.95;3.95;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
23056;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;53 B SFR PRE;2020-02-18;0.0;0.0;19.98;19.98;PRE;PRE;K;2;2020;1;1;CC
23056;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;53 B SFR PRE;2020-02-18;19.98;19.98;0.0;0.0;PRE;PRE;K;2;2020;1;1;CC
23055;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;53 A FREE MOBILE PRE;2020-02-18;0.0;0.0;16.69;16.69;PRE;PRE;K;2;2020;1;1;CC
23004;445714L;TVA COLLECTEE 10%;TVA COLLECTEE 10%;MARAZEIL 20/06;2020-02-18;0.0;0.0;37.8;37.8;20/06;;A;2;2020;1;1;VE
23055;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;53 A FREE MOBILE PRE;2020-02-18;16.69;16.69;0.0;0.0;PRE;PRE;K;2;2020;1;1;CC
22917;606803K;SANTE;ENTRETIEN PERSONNEL;135 PHARMACIE DALENC CBA;2020-02-18;15.4;15.4;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22853;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;54 CLINIQUE VET SMC;2020-02-18;0.0;0.0;92.5;92.5;1279661;CHQ;K;2;2020;1;1;CC
23004;411000L;CLIENTS DIVERS;CLIENTS DIVERS;MARAZEIL 20/06;2020-02-18;415.8;415.8;0.0;0.0;20/06;;A;2;2020;1;1;VE
22853;602104K;ALIMENTATION ANIMAUX COMM;ANIMAUX;54 CLINIQUE VET SMC;2020-02-18;92.5;92.5;0.0;0.0;1279661;CHQ;K;2;2020;1;1;CC
22852;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PRIMEVERE 1279660;2020-02-18;0.0;0.0;78.4;78.4;1279660;CHQ;K;2;2020;1;1;CC
22852;401049L;PRIMEVERE MOTOCULTURE;PRIMEVERE MOTOCULTURE;PRIMEVERE 1279660;2020-02-18;78.4;78.4;0.0;0.0;1279660;CHQ;A;2;2020;1;1;CC
22851;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;PIRMEVERE 20/23;2020-02-18;13.07;13.07;0.0;0.0;20/23;;A;2;2020;1;1;AC
22851;606300L;FOURNITURES AGRI.;MATERIEL;PIRMEVERE 20/23;2020-02-18;65.33;78.4;0.0;0.0;20/23;;A;2;2020;1;1;AC
22926;613500L;LOCATION MATERIEL AGRICOLE;MATERIEL;LOCABRICO 20/29;2020-02-18;214.5;257.4;0.0;0.0;20/29;;A;2;2020;1;1;AC
22917;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;135 PHARMACIE DALENC CBA;2020-02-18;0.0;0.0;15.4;15.4;CBA;CBA;K;2;2020;1;1;CC
22851;401049L;PRIMEVERE MOTOCULTURE;PRIMEVERE MOTOCULTURE;PIRMEVERE 20/23;2020-02-18;0.0;0.0;78.4;78.4;20/23;;A;2;2020;1;1;AC
22919;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;137 BELVIBIO CBA;2020-02-18;0.0;0.0;5.5;5.5;CBA;CBA;K;2;2020;1;1;CC
22919;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;137 BELVIBIO CBA;2020-02-18;5.5;5.5;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22918;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;136 BELVIBIO CBA;2020-02-18;0.0;0.0;31.97;31.97;CBA;CBA;K;2;2020;1;1;CC
22918;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;136 BELVIBIO CBA;2020-02-18;31.97;31.97;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22921;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;139 BEDEL CBA;2020-02-19;0.0;0.0;11.85;11.85;CBA;CBA;K;2;2020;1;1;CC
23058;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;141 A RELAIS COLLONGUECBA;2020-02-19;0.0;0.0;19.69;19.69;CBA;CBA;K;2;2020;1;1;CC
22921;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;139 BEDEL CBA;2020-02-19;11.85;11.85;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
23058;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;141 A RELAIS COLLONGUECBA;2020-02-19;19.69;19.69;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
23131;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;54 A SFR MOBILE PRE;2020-02-21;16.88;16.88;0.0;0.0;PRE;PRE;K;2;2020;1;1;CC
23131;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;54 A SFR MOBILE PRE;2020-02-21;0.0;0.0;16.88;16.88;PRE;PRE;K;2;2020;1;1;CC
22983;606103L;GAZ AGRICOLE;GAZ;ANTAR GAZ 20/31;2020-02-21;194.78;233.74;0.0;0.0;20/31;;A;2;2020;1;1;AC
22854;606300K;FOURNITURES COMMUN.;MATERIEL;55 ROLCO HYGIENE;2020-02-21;462.18;462.18;0.0;0.0;1279662;CHQ;K;2;2020;1;1;CC
22941;615501K;ENTRETIEN, REPA VEHICULES COMMUN.;VEHICULES;155 SG2 CBA;2020-02-21;15.62;15.62;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22933;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;147 BOUL COULENC CBA;2020-02-21;0.0;0.0;22.6;22.6;CBA;CBA;K;2;2020;1;1;CC
22950;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;164 DEUTSCHE BAHN CBA;2020-02-21;56.65;56.65;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22950;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;164 DEUTSCHE BAHN CBA;2020-02-21;0.0;0.0;56.65;56.65;CBA;CBA;K;2;2020;1;1;CC
22933;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;147 BOUL COULENC CBA;2020-02-21;22.6;22.6;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22932;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;146 STATION U CBA;2020-02-21;0.0;0.0;95.01;95.01;CBA;CBA;K;2;2020;1;1;CC
22932;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;146 STATION U CBA;2020-02-21;95.01;95.01;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22931;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;145 DALENC CBA;2020-02-21;0.0;0.0;24.99;24.99;CBA;CBA;K;2;2020;1;1;CC
22941;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;155 SG2 CBA;2020-02-21;0.0;0.0;15.62;15.62;CBA;CBA;K;2;2020;1;1;CC
22983;401069L;ANTARGAZ;ANTARGAZ;ANTAR GAZ 20/31;2020-02-21;0.0;0.0;233.74;233.74;20/31;;A;2;2020;1;1;AC
22983;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;ANTAR GAZ 20/31;2020-02-21;38.96;38.96;0.0;0.0;20/31;;A;2;2020;1;1;AC
22931;606803K;SANTE;ENTRETIEN PERSONNEL;145 DALENC CBA;2020-02-21;24.99;24.99;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22856;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;57 SUPER U 1279664;2020-02-21;208.09;208.09;0.0;0.0;1279664;CHQ;K;2;2020;1;1;CC
22854;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;55 ROLCO HYGIENE;2020-02-21;0.0;0.0;462.18;462.18;1279662;CHQ;K;2;2020;1;1;CC
22855;606804K;HABILLEMENT;ENTRETIEN PERSONNEL;56 DECATHLON;2020-02-21;82.0;82.0;0.0;0.0;1279663;CHQ;K;2;2020;1;1;CC
22857;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;58 LOU MAJOR;2020-02-21;0.0;0.0;40.0;40.0;1279665;CHQ;K;2;2020;1;1;CC
22857;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;58 LOU MAJOR;2020-02-21;40.0;40.0;0.0;0.0;1279665;CHQ;K;2;2020;1;1;CC
22856;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;57 SUPER U 1279664;2020-02-21;0.0;0.0;208.09;208.09;1279664;CHQ;K;2;2020;1;1;CC
22855;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;56 DECATHLON;2020-02-21;0.0;0.0;82.0;82.0;1279663;CHQ;K;2;2020;1;1;CC
22935;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;149 STATION U CBA;2020-02-22;0.0;0.0;49.0;49.0;CBA;CBA;K;2;2020;1;1;CC
22935;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;149 STATION U CBA;2020-02-22;49.0;49.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22934;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;148 LOU CIGALOUN CBA;2020-02-22;0.0;0.0;74.4;74.4;CBA;CBA;K;2;2020;1;1;CC
22934;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;148 LOU CIGALOUN CBA;2020-02-22;74.4;74.4;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
23135;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;142 CARREFOUR CBA;2020-02-22;50.0;50.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
23135;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;142 CARREFOUR CBA;2020-02-22;0.0;0.0;50.0;50.0;CBA;CBA;K;2;2020;1;1;CC
22936;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;150 SUPER U CBA;2020-02-22;55.0;55.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22936;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;150 SUPER U CBA;2020-02-22;0.0;0.0;55.0;55.0;CBA;CBA;K;2;2020;1;1;CC
23134;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;151 A ASF CBA;2020-02-23;30.7;30.7;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
23134;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;151 A ASF CBA;2020-02-23;0.0;0.0;30.7;30.7;CBA;CBA;K;2;2020;1;1;CC
22937;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;151 ASF CBA;2020-02-23;0.0;0.0;1.5;1.5;CBA;CBA;K;2;2020;1;1;CC
22937;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;151 ASF CBA;2020-02-23;1.5;1.5;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22938;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;152 SNCF CBA;2020-02-24;22.6;22.6;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22938;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;152 SNCF CBA;2020-02-24;0.0;0.0;22.6;22.6;CBA;CBA;K;2;2020;1;1;CC
22939;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;153 INTERMARCHE CBA;2020-02-24;57.0;57.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22939;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;153 INTERMARCHE CBA;2020-02-24;0.0;0.0;57.0;57.0;CBA;CBA;K;2;2020;1;1;CC
22942;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;156 BEST DRIVE CBA;2020-02-24;0.0;0.0;24.0;24.0;CBA;CBA;K;2;2020;1;1;CC
22858;602234L;MATERIEL JARDIN;JARDIN;OMAG SMC 20/24;2020-02-24;29.86;32.85;0.0;0.0;20/24;;A;2;2020;1;1;AC
22923;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;"141 SIV INTERIEU GOUV; FR";2020-02-24;0.0;0.0;108.76;108.76;CBA;CBA;K;2;2020;1;1;CC
22923;615501K;ENTRETIEN, REPA VEHICULES COMMUN.;VEHICULES;"141 SIV INTERIEU GOUV; FR";2020-02-24;108.76;108.76;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22860;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;59 PARADIS BIO PERTUIS;2020-02-24;0.0;0.0;14.64;14.64;1279667;CHQ;K;2;2020;1;1;CC
22860;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;59 PARADIS BIO PERTUIS;2020-02-24;14.64;14.64;0.0;0.0;1279667;CHQ;K;2;2020;1;1;CC
22859;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;OMAG 1279666;2020-02-24;0.0;0.0;32.85;32.85;1279666;CHQ;K;2;2020;1;1;CC
22859;401055L;OMAG;OMAG;OMAG 1279666;2020-02-24;32.85;32.85;0.0;0.0;1279666;CHQ;A;2;2020;1;1;CC
22858;445662L;TVA SUR ACHATS 10%;TVA SUR ACHATS 10%;OMAG SMC 20/24;2020-02-24;2.99;2.99;0.0;0.0;20/24;;A;2;2020;1;1;AC
22858;401055L;OMAG;OMAG;OMAG SMC 20/24;2020-02-24;0.0;0.0;32.85;32.85;20/24;;A;2;2020;1;1;AC
22942;615501K;ENTRETIEN, REPA VEHICULES COMMUN.;VEHICULES;156 BEST DRIVE CBA;2020-02-24;24.0;24.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22861;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;60 SUPER U;2020-02-25;105.34;105.34;0.0;0.0;1279668;CHQ;K;2;2020;1;1;CC
22943;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;157 SNCF CBA;2020-02-25;67.0;67.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22943;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;157 SNCF CBA;2020-02-25;0.0;0.0;67.0;67.0;CBA;CBA;K;2;2020;1;1;CC
22940;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;154 A BELVIBIO CBA;2020-02-25;0.0;0.0;8.45;8.45;CBA;CBA;K;2;2020;1;1;CC
22861;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;60 SUPER U;2020-02-25;0.0;0.0;105.34;105.34;1279668;CHQ;K;2;2020;1;1;CC
22922;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;140 CARREFOUR CBA;2020-02-25;80.2;80.2;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22940;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;154 A BELVIBIO CBA;2020-02-25;8.45;8.45;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22930;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;144 BIOCOOP CBA;2020-02-25;0.0;0.0;99.31;99.31;CBA;CBA;K;2;2020;1;1;CC
22930;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;144 BIOCOOP CBA;2020-02-25;99.31;99.31;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22929;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;143 GRANDES LARGEURS CBA;2020-02-25;0.0;0.0;336.95;336.95;CBA;CBA;K;2;2020;1;1;CC
22929;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;143 GRANDES LARGEURS CBA;2020-02-25;336.95;336.95;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22922;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;140 CARREFOUR CBA;2020-02-25;0.0;0.0;80.2;80.2;CBA;CBA;K;2;2020;1;1;CC
22945;606300K;FOURNITURES COMMUN.;MATERIEL;159 MR BRICOLAGE CBA;2020-02-26;27.25;27.25;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22945;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;159 MR BRICOLAGE CBA;2020-02-26;0.0;0.0;27.25;27.25;CBA;CBA;K;2;2020;1;1;CC
22944;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;158 GRANDES LARGEURS CBA;2020-02-26;36.0;36.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22944;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;158 GRANDES LARGEURS CBA;2020-02-26;0.0;0.0;36.0;36.0;CBA;CBA;K;2;2020;1;1;CC
22951;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;165 SNCF CBA;2020-02-27;131.0;131.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
23023;615501K;ENTRETIEN, REPA VEHICULES COMMUN.;VEHICULES;65 MECCANO DU COEUR;2020-02-27;100.0;100.0;0.0;0.0;1279669;CHQ;K;2;2020;1;1;CC
22951;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;165 SNCF CBA;2020-02-27;0.0;0.0;131.0;131.0;CBA;CBA;K;2;2020;1;1;CC
23023;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;65 MECCANO DU COEUR;2020-02-27;0.0;0.0;100.0;100.0;1279669;CHQ;K;2;2020;1;1;CC
